datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25;D26;F26;D27;F27
26.09.2021;Bundestagswahl;14713000;3161;3161;1;1;898;535;0;1433;719;4;4;715;3;716;112;108;180;137;84;59;98;133;66;100;114;107;0;11;13;6;0;1;14;13;4;3;1;2;0;0;1;1;26;21;0;2;0;2;0;0;1;1;0;3;0;3;0;3;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;3169;3169;1;1;863;492;0;1355;644;6;4;640;2;642;72;70;107;80;124;90;113;134;60;79;121;128;0;13;9;11;0;0;10;8;4;2;5;4;0;1;2;1;12;7;0;2;0;2;0;1;0;2;0;1;0;3;0;3;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;3209;3209;1;1;804;300;0;1104;533;1;2;531;2;531;116;108;101;82;79;46;95;117;34;57;69;70;0;7;7;5;0;0;6;7;4;3;1;0;0;1;0;0;18;19;0;3;0;0;0;0;1;1;0;3;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3211;3211;1;1;647;286;0;933;508;2;2;506;1;507;93;98;145;110;59;45;102;121;36;60;47;49;0;3;7;5;0;0;7;8;2;1;1;0;0;2;0;0;6;3;0;0;0;1;0;0;1;1;0;0;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3212;3212;1;1;771;352;0;1123;656;2;7;649;5;651;107;111;187;159;76;49;132;155;57;68;56;64;0;7;6;7;0;1;9;9;3;1;1;0;0;0;0;0;13;11;0;0;0;0;0;0;2;0;0;4;0;4;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3219;3219;1;1;756;252;0;1008;513;1;5;508;5;508;110;109;91;71;78;46;105;129;46;42;36;44;0;19;12;10;0;1;9;9;2;5;1;0;0;3;2;1;14;12;0;3;0;0;0;0;2;1;0;1;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3229;3229;1;1;984;240;0;1224;663;0;9;654;7;656;140;126;134;115;102;75;146;183;47;60;55;56;0;12;9;6;0;2;6;5;1;3;1;0;0;0;1;0;10;7;0;0;0;1;0;2;2;1;0;2;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3301;3301;1;1;834;205;0;1039;462;4;8;454;5;457;118;113;102;77;77;70;69;79;31;45;29;25;0;16;9;7;0;1;6;6;3;2;0;0;0;1;0;0;7;7;0;0;0;0;0;1;2;1;0;1;0;5;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;3309;3309;1;1;589;230;0;819;483;3;0;483;0;483;115;111;141;119;56;44;75;86;35;53;34;36;0;7;3;3;0;1;7;7;3;1;0;1;0;0;0;0;13;10;0;0;0;0;0;0;1;0;0;4;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3319;3319;1;1;641;221;0;862;493;6;6;487;6;487;120;122;134;107;59;40;72;93;42;55;33;37;0;6;8;7;0;0;7;4;1;2;0;0;0;1;0;0;11;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3409;3409;1;1;791;318;0;1109;557;0;11;546;9;548;192;188;107;86;39;29;103;109;46;56;32;32;0;19;4;1;0;1;10;13;1;2;1;1;0;1;1;0;6;4;0;0;0;1;0;0;1;1;0;2;0;1;0;1;;;;;;;;;3;0
26.09.2021;Bundestagswahl;14713000;3419;3419;1;1;808;336;0;1144;606;0;3;603;5;601;159;155;164;131;52;33;104;127;65;83;31;30;0;14;8;4;0;1;9;10;1;3;0;0;0;0;1;1;8;5;0;0;0;0;0;0;1;0;0;3;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3429;3429;1;1;849;290;0;1139;554;0;2;552;3;551;173;169;119;99;43;42;83;86;70;76;26;25;0;11;10;6;0;0;12;15;1;3;1;0;0;0;1;2;12;10;0;0;0;2;0;0;1;1;0;3;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3431;3431;1;1;644;309;0;953;511;6;5;506;6;505;126;113;159;122;48;47;79;92;47;69;23;23;0;12;2;5;0;0;12;12;0;1;1;0;0;0;0;0;7;6;0;0;0;0;0;0;2;0;0;1;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3501;3501;1;1;624;295;0;919;484;5;6;478;6;478;129;121;131;97;43;32;71;91;39;59;41;43;0;7;7;5;0;2;9;9;1;2;0;1;0;0;0;0;6;4;0;3;0;0;0;0;1;0;0;0;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3519;3519;1;1;675;244;0;919;459;1;1;458;0;459;134;123;104;85;40;36;51;62;50;62;46;49;0;13;13;11;0;1;7;2;1;0;1;0;0;1;1;0;8;9;0;1;0;0;0;1;0;1;0;2;0;0;0;0;;;;;;;;;2;0
26.09.2021;Bundestagswahl;14713000;3521;3521;1;1;661;411;0;1072;536;6;2;534;4;532;101;104;173;140;47;31;76;106;71;87;50;44;0;4;2;1;0;0;6;8;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3529;3529;1;1;900;389;0;1289;594;3;2;592;5;589;139;143;167;118;63;48;98;111;45;68;46;49;0;11;9;6;0;1;8;8;1;1;5;3;0;2;1;1;9;9;0;3;0;2;0;1;1;1;0;2;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;3531;3531;1;1;713;450;0;1163;538;1;1;537;2;536;128;129;136;107;64;44;81;119;56;56;42;44;0;13;5;4;0;0;9;11;3;1;2;1;0;0;1;1;9;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4009;4009;1;1;636;548;0;1184;543;11;4;539;3;540;23;19;60;40;183;100;65;111;26;42;150;193;0;6;14;9;0;1;4;5;3;1;1;0;0;0;1;1;8;8;0;0;0;0;0;0;1;1;0;1;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4011;4011;1;1;605;556;0;1161;481;5;3;478;3;478;28;35;61;54;145;73;56;95;32;35;124;150;0;3;14;11;0;0;3;3;1;1;2;0;0;0;1;0;10;11;0;0;0;0;0;0;1;2;0;0;0;3;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4019;4019;1;1;716;497;0;1213;542;8;0;542;0;542;40;47;65;40;179;91;73;91;33;56;113;166;0;7;20;17;0;0;2;2;5;2;0;0;0;3;0;0;9;9;0;0;0;0;0;2;3;0;0;1;0;6;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4021;4021;1;1;578;476;0;1054;468;3;0;468;1;467;30;31;32;25;182;104;55;90;27;33;114;146;0;6;11;8;0;0;4;4;2;4;3;1;0;0;0;0;7;7;0;0;0;1;0;1;1;2;0;1;0;0;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4031;4031;1;1;588;493;0;1081;493;8;2;491;3;490;28;29;71;39;156;75;85;101;32;54;100;154;0;13;7;7;0;0;4;1;0;1;1;2;0;0;0;0;6;5;0;1;0;1;0;0;1;2;0;0;0;3;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4038;4038;1;1;740;462;0;1202;590;9;3;587;1;589;33;33;58;50;197;109;67;103;43;56;149;186;0;10;17;16;0;0;3;1;2;0;7;0;0;1;2;1;5;8;0;1;0;0;0;3;4;1;0;0;0;1;0;9;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4039;4039;1;1;625;586;0;1211;486;3;1;485;1;485;22;25;40;25;168;102;64;79;17;30;140;180;0;5;20;15;0;0;1;2;4;7;1;1;0;0;0;0;6;5;0;0;0;0;0;0;2;3;0;0;0;4;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4041;4041;1;1;702;468;0;1170;566;3;4;562;3;563;27;33;59;52;176;88;76;105;20;38;176;208;0;7;11;7;0;0;3;2;3;0;0;1;0;3;1;1;9;12;0;0;0;0;0;0;1;0;0;0;0;2;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4049;4049;1;1;684;472;0;1156;570;3;3;567;3;567;44;44;64;43;207;126;66;110;30;48;120;138;0;7;13;14;0;0;9;7;0;1;3;2;0;1;0;1;10;16;0;0;0;0;0;0;1;0;0;3;0;1;0;5;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4051;4051;1;1;621;388;0;1009;547;8;3;544;3;544;18;26;54;33;203;100;63;112;33;42;145;193;0;6;12;10;0;0;5;4;1;2;2;1;0;1;0;0;6;9;0;0;0;0;0;0;1;0;0;0;0;2;0;3;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4068;4068;1;1;757;515;0;1272;593;5;7;586;5;588;27;30;57;42;234;128;69;104;30;47;121;187;0;9;24;12;0;0;8;7;2;2;0;0;0;0;0;0;12;12;0;0;0;1;0;0;2;3;0;0;0;0;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4069;4069;1;1;734;349;0;1083;601;3;3;598;2;599;34;38;73;67;181;108;133;165;27;34;117;146;0;6;10;9;0;0;5;4;2;3;0;0;0;1;1;4;11;11;0;0;0;0;0;0;3;1;0;1;0;1;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4078;4078;1;1;722;459;0;1181;620;2;3;617;3;617;27;31;60;50;215;110;82;122;29;38;169;225;0;5;10;6;0;0;5;4;5;4;2;0;0;0;0;0;12;14;0;0;0;0;0;2;1;0;0;0;0;1;0;5;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4079;4079;1;1;639;445;0;1084;529;5;0;529;0;529;33;35;35;24;234;136;62;102;25;28;112;168;0;8;11;8;0;0;4;2;4;3;0;0;0;2;1;1;7;8;0;0;0;0;0;0;1;0;0;1;0;0;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4081;4081;1;1;748;444;0;1192;632;3;2;630;0;632;58;63;86;54;177;112;93;145;43;54;126;155;0;17;15;5;0;0;10;8;4;5;1;0;0;0;1;1;15;8;0;0;0;0;0;0;1;3;0;0;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4089;4089;1;1;761;455;0;1216;625;7;4;621;4;621;50;53;67;52;233;144;73;107;33;46;111;158;0;7;21;18;0;0;6;4;3;3;1;2;0;2;1;1;14;11;0;1;0;0;0;1;7;5;0;1;0;1;0;4;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4099;4099;1;1;799;475;0;1274;655;4;3;652;3;652;59;64;78;61;238;131;71;105;56;56;104;172;0;9;16;16;0;0;7;9;4;5;3;1;0;2;1;0;13;7;0;1;0;1;0;0;2;1;0;2;0;5;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4101;4101;1;1;641;490;0;1131;507;3;1;506;1;506;54;54;87;55;173;116;62;89;30;48;60;90;0;10;16;12;0;0;8;9;0;0;0;1;0;0;1;1;13;13;0;3;0;1;0;0;1;1;0;0;0;1;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4108;4108;1;1;781;510;0;1291;598;5;6;592;8;590;24;17;53;46;282;201;54;94;14;29;117;154;0;10;32;20;0;0;2;1;4;5;1;2;0;1;1;0;6;5;0;0;0;0;0;0;2;1;0;0;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4109;4109;1;1;674;448;0;1122;606;13;2;604;3;603;22;25;63;54;253;151;61;90;33;30;142;210;0;9;19;13;0;0;2;2;0;1;0;2;0;1;0;0;7;7;0;0;0;0;0;2;2;4;0;0;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4111;4111;1;1;676;500;0;1176;558;3;4;554;5;553;24;28;84;66;200;117;75;114;14;34;118;148;0;15;13;7;0;0;4;4;2;2;1;0;0;0;2;1;17;13;0;0;0;0;0;1;0;0;0;0;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4121;4121;1;1;716;333;0;1049;543;3;5;538;5;538;47;45;59;43;189;131;93;124;34;34;73;100;0;9;23;20;0;0;7;9;2;4;0;0;0;1;1;0;6;9;0;2;0;0;0;0;1;1;0;2;0;1;0;3;;;;;;;;;3;0
26.09.2021;Bundestagswahl;14713000;4129;4129;1;1;793;419;0;1212;575;6;4;571;1;574;40;36;65;53;246;156;85;114;23;33;73;129;0;8;24;21;0;0;6;4;0;0;0;1;0;0;0;0;7;8;0;0;0;0;0;3;2;1;0;0;0;5;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4131;4131;1;1;660;407;0;1067;493;9;2;491;1;492;22;26;37;26;266;188;38;68;8;17;75;116;0;10;22;23;0;0;3;2;4;3;2;2;0;0;1;0;8;7;0;0;0;0;0;0;5;3;0;1;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4132;4132;1;1;680;394;0;1074;495;6;5;490;7;488;32;32;59;43;223;157;47;83;18;29;64;105;0;4;38;20;0;0;2;2;1;2;0;0;0;0;0;1;5;5;0;2;0;0;0;0;1;1;0;0;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4139;4139;1;1;698;449;0;1147;537;8;6;531;4;533;26;26;30;30;302;201;41;63;9;17;79;149;0;10;26;15;0;0;7;3;1;1;1;0;0;0;0;1;8;11;0;0;0;0;0;4;1;0;0;0;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4148;4148;1;1;801;494;0;1295;546;4;1;545;2;544;35;33;51;51;246;175;56;89;17;17;85;121;0;12;40;25;0;1;3;3;4;1;1;0;0;0;0;1;6;8;0;0;0;0;0;1;1;1;0;1;0;2;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4149;4149;1;1;808;364;0;1172;547;3;5;542;4;543;27;32;38;26;244;180;72;85;11;17;91;136;0;12;37;24;0;0;5;9;1;4;3;0;0;1;0;0;11;12;0;1;0;0;0;1;1;1;0;0;0;1;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4151;4151;1;1;726;311;0;1037;567;3;4;563;2;565;42;41;51;44;243;177;65;85;17;21;97;139;0;10;25;19;0;0;4;4;2;5;2;2;0;2;3;3;12;8;0;0;0;1;0;1;0;0;0;0;0;0;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4159;4159;1;1;764;328;0;1092;587;5;6;581;3;584;52;57;71;58;236;169;58;79;20;38;85;121;0;16;39;19;0;1;4;5;4;6;1;1;0;2;0;1;11;9;0;0;0;0;0;0;0;1;0;0;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4201;4201;1;1;565;313;0;878;373;3;2;371;2;371;50;49;79;65;74;52;75;93;24;35;34;36;0;8;15;13;0;0;6;7;3;1;3;0;0;0;1;0;5;5;0;1;0;0;0;1;1;1;0;3;0;0;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4202;4202;1;1;651;241;0;892;510;1;3;507;2;508;71;59;109;91;94;66;99;125;48;61;55;63;0;12;5;5;0;0;9;9;3;2;1;1;0;0;0;0;11;8;0;1;0;0;0;0;1;0;0;4;0;0;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4211;4211;1;1;643;382;0;1025;503;0;3;500;3;500;65;65;112;81;99;61;81;116;35;55;65;72;0;9;14;14;0;1;12;6;2;1;0;2;0;0;4;0;10;9;0;0;0;1;0;1;1;1;0;1;0;3;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4219;4219;1;1;666;382;0;1048;542;1;7;535;6;536;80;91;128;100;100;58;95;121;42;64;56;66;0;3;15;12;0;0;4;4;3;3;0;1;0;0;2;0;9;6;0;1;0;0;0;0;1;1;0;1;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4221;4221;1;1;686;308;0;994;561;1;5;556;4;557;85;69;131;111;85;51;106;136;41;50;69;83;0;15;11;7;0;0;9;7;3;2;2;1;0;1;0;0;14;13;0;5;0;1;0;0;0;0;0;2;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4308;4308;1;1;705;414;0;1119;518;2;4;514;2;516;81;74;100;78;105;65;116;154;28;38;54;62;0;10;8;5;0;0;6;10;4;3;0;0;0;0;0;0;12;11;0;1;0;1;0;0;0;1;0;0;0;3;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4309;4309;1;1;691;359;0;1050;474;2;6;468;5;469;76;76;90;87;91;67;117;129;32;35;32;33;0;11;6;5;0;1;7;7;2;0;0;0;0;0;3;2;10;5;0;3;0;1;0;0;1;1;0;2;0;3;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4321;4321;1;1;709;314;0;1023;484;2;5;479;5;479;69;67;80;68;89;73;119;127;35;53;62;61;0;8;8;8;0;1;6;3;0;0;1;0;0;1;3;2;3;3;0;1;0;0;0;0;2;2;0;1;0;0;0;0;;;;;;;;;2;0
26.09.2021;Bundestagswahl;14713000;4331;4331;1;1;724;190;0;914;425;2;1;424;0;425;108;93;76;72;57;41;112;127;28;31;19;16;0;15;6;5;0;2;6;4;4;2;2;0;0;0;1;1;2;5;0;1;0;3;0;3;2;2;0;1;0;0;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4339;4339;1;1;782;241;0;1023;501;1;8;493;9;492;104;96;105;88;82;68;97;124;40;51;32;26;0;10;7;5;0;2;9;5;3;3;1;0;0;0;1;1;11;9;0;2;0;0;0;0;1;0;0;0;0;0;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4341;4341;1;1;732;319;0;1051;500;2;3;497;3;497;76;80;75;61;120;91;73;95;36;42;65;68;0;21;20;13;0;0;17;12;2;0;1;0;0;1;2;0;9;8;0;0;0;0;0;3;1;0;0;1;0;0;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4359;4359;1;1;950;299;0;1249;512;4;10;502;6;506;101;102;83;75;107;82;101;117;24;25;50;63;0;9;9;6;0;0;7;8;4;3;3;2;0;0;1;0;9;6;0;0;0;0;0;0;3;3;0;2;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4369;4369;1;1;725;326;0;1051;500;2;4;496;3;497;77;75;94;72;92;64;109;138;37;45;45;53;0;10;19;13;0;0;6;7;2;1;3;2;0;0;0;0;9;11;0;1;0;0;0;0;3;2;0;0;0;3;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;4401;4401;1;1;923;357;0;1280;642;4;4;638;2;640;99;95;119;98;129;90;104;141;59;58;64;82;0;15;22;10;0;1;12;12;5;7;4;7;0;2;1;0;15;10;0;1;0;0;0;2;4;4;0;1;0;3;0;1;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4409;4409;1;1;896;350;0;1246;603;2;7;596;4;599;93;90;77;56;114;65;107;139;43;62;96;101;0;16;23;19;0;1;15;11;1;4;6;2;0;1;0;0;19;22;0;1;0;3;0;0;1;1;0;3;0;2;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;4411;4411;1;1;814;342;0;1156;635;4;2;633;1;634;139;132;174;147;81;49;83;123;43;62;73;71;0;12;19;9;0;2;6;10;1;0;2;1;0;0;1;1;9;9;0;0;0;2;0;0;2;0;0;2;0;1;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5007;5007;1;1;610;435;0;1045;547;10;1;546;0;547;22;21;58;49;159;93;70;101;28;39;175;205;0;3;7;4;0;0;1;3;2;2;3;1;0;0;0;0;21;19;0;0;0;1;0;1;0;0;0;1;0;2;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5008;5008;1;1;609;410;0;1019;504;5;4;500;2;502;26;31;56;36;121;64;63;99;30;49;166;173;0;4;14;16;0;0;5;5;0;1;4;3;0;1;0;0;13;12;0;3;0;1;0;0;2;1;0;0;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5009;5009;1;1;727;353;0;1080;638;3;4;634;3;635;44;47;97;66;144;75;89;134;40;69;169;190;0;7;15;13;0;0;7;4;5;3;2;1;0;0;0;0;17;14;0;2;0;0;0;1;4;1;0;1;0;4;0;3;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5019;5019;1;1;599;361;0;960;504;0;1;503;1;503;28;28;62;49;145;84;56;103;20;28;152;160;0;7;10;4;0;1;12;11;3;1;1;0;0;1;1;1;13;16;0;2;0;0;0;0;0;1;0;0;0;2;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5021;5021;1;1;544;344;0;888;456;3;2;454;3;453;24;23;53;45;123;75;69;93;25;32;123;139;0;4;12;9;0;0;5;6;2;0;1;0;0;3;2;1;15;18;0;0;0;0;0;1;0;0;0;0;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5029;5029;1;1;611;451;0;1062;518;8;2;516;2;516;27;23;46;36;178;95;75;99;18;31;124;176;0;8;18;16;0;0;5;4;4;3;6;3;0;8;1;0;11;9;0;0;0;1;0;0;2;0;0;0;0;2;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5039;5039;1;1;593;379;0;972;477;6;2;475;2;475;27;26;52;31;141;87;62;103;18;29;130;150;0;5;21;13;0;0;5;5;2;3;2;3;0;0;0;0;15;14;0;2;0;0;0;0;0;1;0;0;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5048;5048;1;1;642;439;0;1081;546;10;1;545;1;545;35;30;49;36;200;115;55;78;25;35;138;192;0;11;21;20;0;0;5;8;2;2;4;1;0;2;0;0;10;12;0;0;0;0;0;0;1;0;0;0;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5049;5049;1;1;601;399;0;1000;537;8;3;534;2;535;57;56;158;140;86;47;81;96;40;76;95;101;0;4;5;7;0;0;4;1;0;0;4;1;0;0;2;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5109;5109;1;1;777;424;0;1201;589;9;7;582;4;585;37;41;53;50;204;125;63;97;39;45;143;176;0;11;13;10;0;0;9;6;3;1;1;0;0;1;0;0;15;14;0;1;0;0;0;0;1;1;0;1;0;1;0;4;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5111;5111;1;1;674;398;0;1072;529;12;2;527;1;528;48;39;32;20;206;127;50;83;27;40;122;163;0;11;20;16;0;0;6;6;1;1;1;1;0;0;0;0;9;12;0;1;0;0;0;0;4;4;0;1;0;3;0;0;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5119;5119;1;1;924;492;0;1416;658;6;4;654;4;654;42;38;59;46;243;155;65;89;22;37;176;220;0;10;23;31;0;0;6;5;6;2;1;0;0;2;0;3;9;9;0;0;0;0;0;0;2;0;0;1;0;4;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5121;5121;1;1;857;506;0;1363;659;5;3;656;3;656;71;68;106;88;132;68;128;146;61;76;117;153;0;6;14;13;0;0;8;7;4;8;1;0;0;3;0;0;13;14;0;0;0;0;0;0;0;2;0;2;0;0;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5122;5122;1;1;793;511;0;1304;574;5;3;571;2;572;42;47;110;81;97;69;90;102;52;84;142;142;0;6;12;12;0;0;8;6;0;2;2;1;0;1;0;0;14;11;0;1;0;0;0;1;2;3;0;0;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5123;5123;1;1;702;502;0;1204;538;9;1;537;2;536;44;40;67;51;127;84;85;91;50;69;145;159;0;10;8;10;0;2;3;5;4;3;1;1;0;0;0;0;2;3;0;0;0;0;0;1;1;0;0;0;0;5;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5129;5129;1;1;726;442;0;1168;603;9;1;602;0;603;45;44;68;46;161;87;88;122;34;55;171;196;0;8;13;6;0;0;4;3;3;4;0;2;0;4;1;0;12;15;0;0;0;0;0;1;1;0;0;1;0;7;0;2;;;;;;;;;1;0
26.09.2021;Bundestagswahl;14713000;5139;5139;1;1;768;423;0;1191;518;5;4;514;5;513;54;55;54;33;166;114;41;69;22;35;126;152;0;8;28;17;0;0;9;9;2;2;4;3;0;1;0;0;5;4;0;1;0;0;0;0;3;6;0;1;0;1;0;2;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5141;5141;1;1;831;309;0;1140;530;7;1;529;0;530;85;80;89;78;102;69;113;122;46;56;63;77;0;10;13;10;0;1;6;6;1;1;2;1;0;1;3;2;5;4;0;2;0;1;0;3;1;0;0;3;0;2;0;1;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5149;5149;1;1;922;361;0;1283;622;9;6;616;6;616;78;78;67;52;175;118;100;118;42;53;109;145;0;14;24;18;0;1;5;2;3;2;2;4;0;1;2;1;7;5;0;1;0;1;0;0;2;1;0;1;0;0;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5209;5209;1;1;668;193;0;861;442;0;3;439;6;436;76;75;69;60;76;53;111;111;26;33;39;48;0;12;12;6;0;0;10;8;7;9;0;1;0;1;3;3;10;10;0;0;0;1;0;2;0;0;0;1;0;2;0;0;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5211;5211;1;1;807;290;0;1097;518;1;5;513;4;514;76;65;61;57;145;98;79;90;31;38;73;92;0;17;14;17;0;3;6;5;7;7;0;1;0;2;1;0;18;12;0;0;0;0;0;0;2;0;0;5;0;1;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5219;5219;1;1;860;249;0;1109;549;3;6;543;6;543;75;70;62;48;162;109;73;85;32;44;88;127;0;10;24;20;0;1;10;3;2;2;5;2;0;0;1;3;6;7;0;0;0;2;0;0;3;2;0;3;0;2;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5221;5221;1;1;853;191;0;1044;565;4;1;564;2;563;116;114;96;71;107;79;105;129;40;40;48;50;0;28;17;9;0;4;9;8;8;5;2;0;0;2;0;1;12;10;0;1;0;2;0;0;4;2;0;4;0;1;0;3;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5231;5231;1;1;925;330;0;1255;640;6;8;632;8;632;110;111;98;65;156;94;99;124;41;57;78;112;0;17;17;13;0;0;14;12;3;2;1;0;0;2;1;1;9;8;0;0;0;0;0;0;5;4;0;4;0;2;0;4;;;;;;;;;0;0
26.09.2021;Bundestagswahl;14713000;5249;5249;1;1;927;336;0;1263;658;9;2;656;2;656;96;105;91;61;165;100;91;108;43;62;109;138;0;19;19;20;0;1;11;10;8;5;0;0;0;2;1;2;15;12;0;0;0;2;0;0;3;1;0;1;0;3;0;4;;;;;;;;;4;0
26.09.2021;Bundestagswahl;14713000;5259;5259;1;1;830;278;0;1108;504;4;0;504;0;504;78;82;63;48;123;80;68;69;31;34;91;123;0;20;24;10;0;0;14;13;3;5;1;2;0;2;1;0;7;5;0;2;0;1;0;2;0;0;0;0;0;0;0;6;;;;;;;;;0;0
